id,key,value,type 
12433010,highway,track,regular
12433010,name,23rd Avenue North,regular
12433010,cfcc,A41,tiger
12433010,county,"Horry, SC",tiger
12433010,name_base,23rd,tiger
12433010,name_direction_suffix,N,tiger
12433010,name_type,Ave,tiger
12433010,reviewed,no,tiger
12433040,highway,residential,regular
12433040,name,4th Avenue North,regular
12433040,cfcc,A41,tiger
12433040,county,"Horry, SC",tiger
12433040,name_base,4th,tiger
12433040,name_direction_suffix,N,tiger
12433040,name_type,Ave,tiger
12433040,reviewed,no,tiger
12433040,zip_left,29577,tiger
12433040,zip_right,29577,tiger
12433043,highway,residential,regular
12433043,name,4th Avenue North,regular
12433043,cfcc,A41,tiger
12433043,county,"Horry, SC",tiger
12433043,name_base,4th,tiger
12433043,name_direction_suffix,N,tiger
12433043,name_type,Ave,tiger
12433043,reviewed,no,tiger
12433043,zip_left,29577,tiger
12433051,highway,residential,regular
12433051,name,4th Avenue North,regular
12433051,cfcc,A41,tiger
12433051,county,"Horry, SC",tiger
12433051,name_base,4th,tiger
12433051,name_direction_suffix,N,tiger
12433051,name_type,Ave,tiger
12433051,reviewed,no,tiger
12433051,zip_left,29577,tiger
12433051,zip_right,29577,tiger
12433092,highway,residential,regular
12433092,name,Penny Lane,regular
12433092,cfcc,A41,tiger
12433092,county,"Horry, SC",tiger
12433092,name_base,Penny,tiger
12433092,name_type,Ln,tiger
12433092,reviewed,no,tiger
12433092,zip_left,29577,tiger
12433092,zip_right,29577,tiger
12433113,highway,residential,regular
12433113,name,4th Avenue South,regular
12433113,cfcc,A41,tiger
12433113,county,"Horry, SC",tiger
12433113,name_base,4th,tiger
12433113,name_direction_suffix,S,tiger
12433113,name_type,Ave,tiger
12433113,reviewed,no,tiger
12433113,zip_left,29577,tiger
12433113,zip_right,29577,tiger
12433217,highway,motorway,regular
12433217,lanes,2,regular
12433217,NHS,yes,regular
12433217,oneway,yes,regular
12433217,ref,US 501,regular
12433217,cfcc,A21,tiger
12433217,county,"Horry, SC",tiger
12433217,name_base,United States Highway 501,tiger
12433217,name_direction_prefix,E,tiger
12433217,reviewed,no,tiger
12433217,separated,no,tiger
12433217,source,tiger_import_dch_v0.6_20070829,tiger
12433217,tlid,29056706:29058593:29073476:29073477:29068075:29075984:29058603:29056783:29056807:29056740:29095708:29095709:29056847:29056857:29056821:29056711,tiger
12433217,upload_uuid,bulk_upload.pl-d4571a8e-22ce-40ef-bb16-0392b2940b1d,tiger
12433233,highway,residential,regular
12433233,name,Maple Street,regular
12433233,cfcc,A41,tiger
12433233,county,"Horry, SC",tiger
12433233,name_base,Maple,tiger
12433233,name_type,St,tiger
12433233,reviewed,no,tiger
12433233,zip_left,29577,tiger
12433233,zip_right,29577,tiger
12433247,highway,residential,regular
12433247,name,Buckeye Drive,regular
12433247,cfcc,A41,tiger
12433247,county,"Horry, SC",tiger
12433247,name_base,Buckeye,tiger
12433247,name_type,Dr,tiger
12433247,reviewed,no,tiger
12433247,zip_left,29577,tiger
12433247,zip_right,29577,tiger
12433313,highway,residential,regular
12433313,name,Naylor Avenue,regular
12433313,cfcc,A41,tiger
12433313,county,"Horry, SC",tiger
12433313,name_base,Naylor,tiger
12433313,name_type,Ave,tiger
12433313,reviewed,no,tiger
12433313,zip_left,29577,tiger
12433313,zip_left_1,29577,tiger
12433313,zip_left_2,29577,tiger
12433313,zip_right,29577,tiger
12433313,zip_right_2,29577,tiger
12433348,highway,residential,regular
12433348,name,Columbia Drive,regular
12433348,cfcc,A41,tiger
12433348,county,"Horry, SC",tiger
12433348,name_base,Columbia,tiger
12433348,name_type,Dr,tiger
12433348,reviewed,no,tiger
12433348,zip_left,29577,tiger
12433348,zip_right,29577,tiger
12433353,highway,residential,regular
12433353,name,Columbia Drive,regular
12433353,cfcc,A41,tiger
12433353,county,"Horry, SC",tiger
12433353,name_base,Columbia,tiger
12433353,name_type,Dr,tiger
12433353,reviewed,no,tiger
12433353,zip_left,29577,tiger
12433400,highway,residential,regular
12433400,name,Salt Meadow Lane,regular
12433400,cfcc,A41,tiger
12433400,county,"Horry, SC",tiger
12433400,name_base,Salt Meadow,tiger
12433400,name_type,Ln,tiger
12433400,reviewed,no,tiger
12433400,zip_left,29577,tiger
12433400,zip_right,29577,tiger
12433402,highway,residential,regular
12433402,name,Salt Meadow Lane,regular
12433402,cfcc,A41,tiger
12433402,county,"Horry, SC",tiger
12433402,name_base,Salt Meadow,tiger
12433402,name_type,Ln,tiger
12433402,reviewed,no,tiger
12433402,zip_left,29577,tiger
12433402,zip_right,29577,tiger
12433473,highway,residential,regular
12433473,name,Shetland Lane,regular
12433473,cfcc,A41,tiger
12433473,county,"Horry, SC",tiger
12433473,name_base,Shetland,tiger
12433473,name_type,Ln,tiger
12433473,reviewed,no,tiger
12433473,zip_left,29577,tiger
12433473,zip_right,29577,tiger
12433514,highway,service,regular
12433514,name,8th Avenue North,regular
12433554,highway,residential,regular
12433554,name,Aries Lane,regular
12433554,cfcc,A41,tiger
12433554,county,"Horry, SC",tiger
12433554,name_base,Aries,tiger
12433554,name_type,Ln,tiger
12433554,reviewed,no,tiger
12433554,zip_left,29575,tiger
12433554,zip_right,29575,tiger
12433563,highway,residential,regular
12433563,name,Gwen Drive,regular
12433563,cfcc,A41,tiger
12433563,county,"Horry, SC",tiger
12433563,name_base,Gwen,tiger
12433563,name_type,Dr,tiger
12433563,reviewed,no,tiger
12433590,highway,residential,regular
12433590,name,8th Avenue South,regular
12433590,cfcc,A41,tiger
12433590,county,"Horry, SC",tiger
12433590,name_base,8th,tiger
12433590,name_direction_suffix,S,tiger
12433590,name_type,Ave,tiger
12433590,reviewed,no,tiger
12433590,zip_left,29577,tiger
12433590,zip_right,29577,tiger
12433635,highway,tertiary,regular
12433635,name,McCormick Road,regular
12433635,cfcc,A41,tiger
12433635,county,"Horry, SC",tiger
12433635,name_base,McCormick,tiger
12433635,name_type,Rd,tiger
12433635,reviewed,no,tiger
12433635,zip_left,29579,tiger
12433635,zip_right,29579,tiger
12433649,highway,residential,regular
12433649,name,South Oak Street,regular
12433649,cfcc,A41,tiger
12433649,county,"Horry, SC",tiger
12433649,name_base,Oak,tiger
12433649,name_direction_prefix,S,tiger
12433649,name_type,St,tiger
12433649,reviewed,no,tiger
12433649,zip_left,29577,tiger
12433650,highway,residential,regular
12433650,name,South Oak Street,regular
12433650,cfcc,A41,tiger
12433650,county,"Horry, SC",tiger
12433650,name_base,Oak,tiger
12433650,name_direction_prefix,S,tiger
12433650,name_type,St,tiger
12433650,reviewed,no,tiger
12433650,zip_left,29577,tiger
12433650,zip_right,29577,tiger
12433777,highway,residential,regular
12433777,name,St Charles Circle,regular
12433777,cfcc,A41,tiger
12433777,county,"Horry, SC",tiger
12433777,name_base,St Charles,tiger
12433777,name_type,Cir,tiger
12433777,reviewed,no,tiger
12433784,highway,residential,regular
12433784,name,St Charles Circle,regular
12433784,cfcc,A41,tiger
12433784,county,"Horry, SC",tiger
12433784,name_base,St Charles,tiger
12433784,name_type,Cir,tiger
12433784,reviewed,no,tiger
12433812,highway,residential,regular
12433812,name,Nash Street,regular
12433812,cfcc,A41,tiger
12433812,county,"Horry, SC",tiger
12433812,name_base,Nash,tiger
12433812,name_type,St,tiger
12433812,reviewed,no,tiger
12433818,highway,residential,regular
12433818,name,Benna Drive,regular
12433818,cfcc,A41,tiger
12433818,county,"Horry, SC",tiger
12433818,name_base,Benna,tiger
12433818,name_type,Dr,tiger
12433818,reviewed,no,tiger
12433818,zip_left,29577,tiger
12433818,zip_right,29577,tiger
12433831,highway,residential,regular
12433831,name,Hickory Circle,regular
12433831,cfcc,A41,tiger
12433831,county,"Horry, SC",tiger
12433831,name_base,Hickory,tiger
12433831,name_type,Cir,tiger
12433831,reviewed,no,tiger
12433831,zip_left,29577,tiger
12433831,zip_right,29577,tiger
12433882,highway,residential,regular
12433882,name,Bellamy Street,regular
12433882,cfcc,A41,tiger
12433882,county,"Horry, SC",tiger
12433882,name_base,Bellamy,tiger
12433882,name_type,St,tiger
12433882,reviewed,no,tiger
12433882,zip_left,29577,tiger
12433882,zip_right,29577,tiger
12433922,highway,residential,regular
12433922,name,Crystal Lake Drive,regular
12433922,cfcc,A41,tiger
12433922,county,"Horry, SC",tiger
12433922,name_base,Crystal Lake,tiger
12433922,name_type,Dr,tiger
12433922,reviewed,no,tiger
12433922,zip_left,29577,tiger
12433925,highway,residential,regular
12433925,name,Crystal Lake Drive,regular
12433925,cfcc,A41,tiger
12433925,county,"Horry, SC",tiger
12433925,name_base,Crystal Lake,tiger
12433925,name_type,Dr,tiger
12433925,reviewed,no,tiger
12433925,zip_left,29575,tiger
12433925,zip_right,29575,tiger
12433964,highway,residential,regular
12433964,name,Moore Street,regular
12433964,cfcc,A41,tiger
12433964,county,"Horry, SC",tiger
12433964,name_base,Moore,tiger
12433964,name_type,St,tiger
12433964,reviewed,no,tiger
12433964,zip_left,29577,tiger
12433964,zip_right,29577,tiger
12433971,highway,residential,regular
12433971,name,Charlotte Drive,regular
12433971,cfcc,A41,tiger
12433971,county,"Horry, SC",tiger
12433971,name_base,Charlotte,tiger
12433971,name_type,Dr,tiger
12433971,reviewed,no,tiger
12433971,zip_left,29577,tiger
12433971,zip_right,29577,tiger
12433989,highway,residential,regular
12433989,name,Neighbor Lane,regular
12433989,cfcc,A41,tiger
12433989,county,"Horry, SC",tiger
12433989,name_base,Neighbor,tiger
12433989,name_type,Ln,tiger
12433989,reviewed,no,tiger
12433989,zip_left,29577,tiger
12433989,zip_right,29577,tiger
12434000,highway,residential,regular
12434000,name,Schooner Harbour,regular
12434000,cfcc,A41,tiger
12434000,county,"Horry, SC",tiger
12434000,name_base,Schooner Harbour,tiger
12434000,reviewed,no,tiger
12434000,separated,no,tiger
12434000,source,tiger_import_dch_v0.6_20070829,tiger
12434000,tlid,29067737,tiger
12434000,upload_uuid,bulk_upload.pl-d4571a8e-22ce-40ef-bb16-0392b2940b1d,tiger
12434000,zip_left,29577,tiger
12434000,zip_right,29577,tiger
12434001,highway,residential,regular
12434001,name,Tea Rose Street,regular
12434001,cfcc,A41,tiger
12434001,county,"Horry, SC",tiger
12434001,name_base,Tea Rose,tiger
12434001,name_type,St,tiger
12434001,reviewed,no,tiger
12434001,zip_left,29577,tiger
12434001,zip_right,29577,tiger
12434036,highway,residential,regular
12434036,name,Mallard Lake Drive,regular
12434036,cfcc,A41,tiger
12434036,county,"Horry, SC",tiger
12434036,name_base,Mallard Lake,tiger
12434036,name_type,Dr,tiger
12434036,reviewed,no,tiger
12434036,zip_left,29577,tiger
12434036,zip_right,29577,tiger
12434044,highway,residential,regular
12434044,name,Flagstone Drive,regular
12434044,cfcc,A41,tiger
12434044,county,"Horry, SC",tiger
12434044,name_base,Flagstone,tiger
12434044,name_type,Dr,tiger
12434044,reviewed,no,tiger
12434044,zip_left,29588,tiger
12434044,zip_right,29588,tiger
12434129,highway,residential,regular
12434129,name,Catherine Avenue,regular
12434129,cfcc,A41,tiger
12434129,county,"Horry, SC",tiger
12434129,name_base,Catherine,tiger
12434129,name_type,Ave,tiger
12434129,reviewed,no,tiger
12434158,highway,residential,regular
12434158,name,Patrick Street,regular
12434158,cfcc,A41,tiger
12434158,county,"Horry, SC",tiger
12434158,name_base,Patrick,tiger
12434158,name_type,St,tiger
12434158,reviewed,no,tiger
12434158,zip_left,29577,tiger
12434158,zip_right,29577,tiger
12434187,highway,residential,regular
12434187,name,Folly Ranch Lane,regular
12434187,cfcc,A41,tiger
12434187,county,"Horry, SC",tiger
12434187,name_base,Folly Ranch,tiger
12434187,name_type,Ln,tiger
12434187,reviewed,no,tiger
12434187,zip_left,29588,tiger
12434187,zip_right,29588,tiger
12434232,highway,residential,regular
12434232,name,Airdrome Street,regular
12434232,cfcc,A41,tiger
12434232,county,"Horry, SC",tiger
12434232,name_base,Airdrome,tiger
12434232,name_type,St,tiger
12434232,reviewed,no,tiger
12434232,zip_left,29577,tiger
12434232,zip_right,29577,tiger
12434255,highway,residential,regular
12434255,name,Hidden Harbour Drive,regular
12434255,cfcc,A41,tiger
12434255,county,"Horry, SC",tiger
12434255,name_base,Hidden Harbour,tiger
12434255,name_type,Dr,tiger
12434255,reviewed,no,tiger
12434255,zip_left,29577,tiger
12434409,highway,residential,regular
12434409,name,Adams Street,regular
12434409,cfcc,A41,tiger
12434409,county,"Horry, SC",tiger
12434409,name_base,Adams,tiger
12434409,name_type,St,tiger
12434409,reviewed,no,tiger
12434409,zip_left,29577,tiger
12434409,zip_right,29577,tiger
12434423,highway,residential,regular
12434423,name,Cornerstone Lane,regular
12434423,cfcc,A41,tiger
12434423,county,"Horry, SC",tiger
12434423,name_base,Cornerstone,tiger
12434423,name_type,Ln,tiger
12434423,reviewed,no,tiger
12434423,zip_left,29588,tiger
12434423,zip_right,29588,tiger
12434452,highway,residential,regular
12434452,name,Yaupon Drive,regular
12434452,cfcc,A41,tiger
12434452,county,"Horry, SC",tiger
12434452,name_base,Yaupon,tiger
12434452,name_type,Dr,tiger
12434452,reviewed,no,tiger
12434452,zip_left,29577,tiger
12434452,zip_right,29577,tiger
12434539,highway,residential,regular
12434539,name,Ramsey Drive,regular
12434539,cfcc,A41,tiger
12434539,county,"Horry, SC",tiger
12434539,name_base,Ramsey,tiger
12434539,name_type,Dr,tiger
12434539,reviewed,no,tiger
12434539,zip_left,29577,tiger
12434539,zip_right,29577,tiger
12434556,highway,residential,regular
12434556,name,Blue Street,regular
12434560,highway,residential,regular
12434560,name,Randall Avenue,regular
12434560,cfcc,A41,tiger
12434560,county,"Horry, SC",tiger
12434560,name_base,Randall,tiger
12434560,name_type,Ave,tiger
12434560,reviewed,no,tiger
12434560,zip_left,29577,tiger
12434560,zip_right,29577,tiger
12434561,highway,residential,regular
12434561,name,Session Street,regular
12434561,cfcc,A41,tiger
12434561,county,"Horry, SC",tiger
12434561,name_base,Session,tiger
12434561,name_type,St,tiger
12434561,reviewed,no,tiger
12434561,zip_left,29577,tiger
12434561,zip_right,29577,tiger
12434598,highway,residential,regular
12434598,name,McMaster Drive,regular
12434598,cfcc,A41,tiger
12434598,county,"Horry, SC",tiger
12434598,name_base,McMaster,tiger
12434598,name_type,Dr,tiger
12434598,reviewed,no,tiger
12434598,zip_left,29575,tiger
12434598,zip_right,29575,tiger
12434634,highway,residential,regular
12434634,name,White Street,regular
12434653,highway,residential,regular
12434653,name,James Street,regular
12434653,cfcc,A41,tiger
12434653,county,"Horry, SC",tiger
12434653,name_base,James,tiger
12434653,name_type,St,tiger
12434653,reviewed,no,tiger
12434653,zip_left,29577,tiger
12434653,zip_right,29577,tiger
12434656,highway,service,regular
12434656,cfcc,A41,tiger
12434656,county,"Horry, SC",tiger
12434656,name_base,High Grove,tiger
12434656,name_direction_suffix,S,tiger
12434656,name_type,Ct,tiger
12434656,reviewed,no,tiger
12434709,highway,residential,regular
12434709,name,Neal Lane,regular
12434709,cfcc,A41,tiger
12434709,county,"Horry, SC",tiger
12434709,name_base,Neal,tiger
12434709,name_type,Ln,tiger
12434709,reviewed,no,tiger
12434709,zip_left,29588,tiger
12434709,zip_right,29588,tiger
12434846,highway,residential,regular
12434846,name,Brenda Place,regular
12434846,cfcc,A41,tiger
12434846,county,"Horry, SC",tiger
12434846,name_base,Brenda,tiger
12434846,name_type,Pl,tiger
12434846,reviewed,no,tiger
12434846,zip_left,29577,tiger
12434846,zip_right,29577,tiger
12434879,highway,residential,regular
12434879,name,Swallow Avenue,regular
12434879,cfcc,A41,tiger
12434879,county,"Horry, SC",tiger
12434879,name_base,Swallow,tiger
12434879,name_type,Ave,tiger
12434879,reviewed,no,tiger
12434879,zip_left,29577,tiger
12434879,zip_right,29577,tiger
12434900,highway,residential,regular
12434900,name,Forest Lane,regular
12434900,cfcc,A41,tiger
12434900,county,"Horry, SC",tiger
12434900,name_base,Forest,tiger
12434900,name_type,Ln,tiger
12434900,reviewed,no,tiger
12434989,highway,primary,regular
12434989,maxspeed,45 mph,regular
12434989,name,South Kings Highway,regular
12434989,oneway,yes,regular
12434989,ref,US 17 Business,regular
12434989,cfcc,A21,tiger
12434989,county,"Horry, SC",tiger
12434989,name_base,Kings,tiger
12434989,name_base_1,Kings,tiger
12434989,name_base_2,United States Highway 17 (Bus),tiger
12434989,name_direction_prefix,S,tiger
12434989,name_direction_prefix_1,S,tiger
12434989,name_type,Hwy,tiger
12434989,name_type_1,Hwy,tiger
12434989,reviewed,no,tiger
12435034,highway,residential,regular
12435034,name,Quince Avenue,regular
12435034,cfcc,A41,tiger
12435034,county,"Horry, SC",tiger
12435034,name_base,Quince,tiger
12435034,name_type,Ave,tiger
12435034,reviewed,no,tiger
12435034,zip_left,29577,tiger
12435034,zip_right,29577,tiger
12435082,highway,primary,regular
12435082,name,North Kings Highway,regular
12435082,oneway,yes,regular
12435082,ref,US 17 Business,regular
12435082,cfcc,A21,tiger
12435082,county,"Horry, SC",tiger
12435082,zip,29582,tiger
12435085,highway,residential,regular
12435085,name,Capricorn Drive,regular
12435085,cfcc,A41,tiger
12435085,county,"Horry, SC",tiger
12435085,name_base,Capricorn,tiger
12435085,name_type,Dr,tiger
12435085,reviewed,no,tiger
12435085,zip_left,29575,tiger
12435085,zip_left_1,29575,tiger
12435085,zip_right,29575,tiger
12435085,zip_right_1,29575,tiger
12435087,highway,residential,regular
12435087,name,Capella Lane,regular
12435087,cfcc,A41,tiger
12435087,county,"Horry, SC",tiger
12435087,name_base,Capella,tiger
12435087,name_type,Ln,tiger
12435087,reviewed,no,tiger
12435087,zip_left,29575,tiger
12435087,zip_right,29577,tiger
12435089,highway,residential,regular
12435089,name,Flagg Street,regular
12435089,cfcc,A41,tiger
12435089,county,"Horry, SC",tiger
12435089,name_base,Flagg,tiger
12435089,name_type,St,tiger
12435089,reviewed,no,tiger
12435089,zip_left,29577,tiger
12435089,zip_right,29577,tiger
12435137,highway,residential,regular
12435137,name,Kristen Street,regular
12435137,cfcc,A41,tiger
12435137,county,"Horry, SC",tiger
12435137,name_base,Kristen,tiger
12435137,name_type,St,tiger
12435137,reviewed,no,tiger
12435137,zip_left,29577,tiger
12435137,zip_right,29577,tiger
12435188,highway,residential,regular
12435188,name,Gore Lane,regular
12435188,cfcc,A41,tiger
12435188,county,"Horry, SC",tiger
12435188,name_base,Gore,tiger
12435188,name_type,Ln,tiger
12435188,reviewed,no,tiger
12435188,zip_left,29577,tiger
12435230,highway,residential,regular
12435230,name,Garrison Street,regular
12435230,cfcc,A41,tiger
12435230,county,"Horry, SC",tiger
12435230,name_base,Garrison,tiger
12435230,name_type,St,tiger
12435230,reviewed,no,tiger
12435230,zip_left,29577,tiger
12435230,zip_right,29577,tiger
12435258,highway,residential,regular
12435258,name,Chester Street,regular
12435258,cfcc,A41,tiger
12435258,county,"Horry, SC",tiger
12435258,name_base,Chester,tiger
12435258,name_type,St,tiger
12435258,reviewed,no,tiger
12435258,zip_left,29577,tiger
12435258,zip_right,29577,tiger
12435260,highway,residential,regular
12435260,name,Chester Street,regular
12435260,cfcc,A41,tiger
12435260,county,"Horry, SC",tiger
12435260,name_base,Chester,tiger
12435260,name_type,St,tiger
12435260,reviewed,no,tiger
12435260,zip_left,29577,tiger
12435260,zip_right,29577,tiger
12435278,highway,residential,regular
12435278,name,Erin Way,regular
12435278,cfcc,A41,tiger
12435278,county,"Horry, SC",tiger
12435278,name_base,Erin,tiger
12435278,name_type,Way,tiger
12435278,reviewed,no,tiger
12435278,zip_left,29577,tiger
12435278,zip_right,29577,tiger
12435291,highway,residential,regular
12435291,name,Mobile Lane,regular
12435291,cfcc,A41,tiger
12435291,county,"Horry, SC",tiger
12435291,name_base,Mobile,tiger
12435291,reviewed,no,tiger
12435291,zip_left,29588,tiger
12435291,zip_right,29588,tiger
12435307,highway,residential,regular
12435307,name,Scott Drive,regular
12435307,cfcc,A41,tiger
12435307,county,"Horry, SC",tiger
12435307,name_base,Scott,tiger
12435307,name_type,Dr,tiger
12435307,reviewed,no,tiger
12435307,zip_left,29577,tiger
12435307,zip_right,29577,tiger
12435313,highway,residential,regular
12435313,name,Willow Street,regular
12435313,cfcc,A41,tiger
12435313,county,"Horry, SC",tiger
12435313,name_base,Willow,tiger
12435313,name_type,St,tiger
12435313,reviewed,no,tiger
12435313,zip_left,29577,tiger
12435313,zip_right,29577,tiger
12435370,highway,residential,regular
12435370,name,Lumber Street,regular
12435413,highway,residential,regular
12435413,name,Terri Drive,regular
12435413,cfcc,A41,tiger
12435413,county,"Horry, SC",tiger
12435413,name_base,Terri,tiger
12435413,name_type,Dr,tiger
12435413,reviewed,no,tiger
12435413,zip_left,29588,tiger
12435413,zip_right,29588,tiger
12435500,highway,residential,regular
12435500,name,Tulip Drive,regular
12435500,cfcc,A41,tiger
12435500,county,"Horry, SC",tiger
12435500,name_base,Tulip,tiger
12435500,name_type,Dr,tiger
12435500,reviewed,no,tiger
12435500,zip_left,29577,tiger
12435500,zip_right,29577,tiger
12435503,highway,residential,regular
12435503,name,Clark Street,regular
12435503,cfcc,A41,tiger
12435503,county,"Horry, SC",tiger
12435503,name_base,Clark,tiger
12435503,name_type,St,tiger
12435503,reviewed,no,tiger
12435503,zip_left,29577,tiger
12435503,zip_right,29577,tiger
12435510,highway,residential,regular
12435510,name,15th Avenue North,regular
12435510,cfcc,A41,tiger
12435510,county,"Horry, SC",tiger
12435510,name_base,15th,tiger
12435510,name_direction_suffix,N,tiger
12435510,name_type,Ave,tiger
12435510,reviewed,no,tiger
12435510,zip_left,29577,tiger
12435510,zip_right,29577,tiger
12435538,highway,residential,regular
12435538,name,Cedar Street,regular
12435538,cfcc,A41,tiger
12435538,county,"Horry, SC",tiger
12435538,name_base,Cedar,tiger
12435538,name_type,St,tiger
12435538,reviewed,no,tiger
12435538,zip_left,29577,tiger
12435538,zip_left_1,29577,tiger
12435538,zip_right,29577,tiger
12435541,highway,residential,regular
12435541,name,Cedar Street,regular
12435541,cfcc,A41,tiger
12435541,county,"Horry, SC",tiger
12435541,name_base,Cedar,tiger
12435541,name_type,St,tiger
12435541,reviewed,no,tiger
12435541,zip_left,29577,tiger
12435541,zip_left_1,29577,tiger
12435541,zip_right,29577,tiger
12435541,zip_right_1,29577,tiger
12435549,highway,residential,regular
12435549,name,Beaver Road,regular
12435549,cfcc,A41,tiger
12435549,county,"Horry, SC",tiger
12435549,name_base,Beaver,tiger
12435549,name_type,Rd,tiger
12435549,reviewed,no,tiger
12435549,zip_left,29577,tiger
12435549,zip_left_1,29577,tiger
12435549,zip_left_2,29577,tiger
12435549,zip_left_3,29577,tiger
12435549,zip_left_4,29577,tiger
12435549,zip_right,29577,tiger
12435549,zip_right_1,29577,tiger
12435549,zip_right_2,29577,tiger
12435549,zip_right_3,29577,tiger
12435556,highway,residential,regular
12435556,name,15th Avenue South,regular
12435556,cfcc,A41,tiger
12435556,county,"Horry, SC",tiger
12435556,name_base,15th,tiger
12435556,name_direction_suffix,S,tiger
12435556,name_type,Ave,tiger
12435556,reviewed,no,tiger
12435556,zip_left,29577,tiger
12435556,zip_right,29577,tiger
12435576,highway,residential,regular
12435576,name,Yacht Drive,regular
12435576,cfcc,A41,tiger
12435576,county,"Horry, SC",tiger
12435576,name_base,Yacht,tiger
12435576,name_type,Dr,tiger
12435576,reviewed,no,tiger
12435576,zip_left,29577,tiger
12435576,zip_right,29577,tiger
12435593,highway,secondary,regular
12435593,name,South Ocean Boulevard,regular
12435593,old_ref,SC 73,regular
12435593,county,"Horry, SC",tiger
12435593,name_base_1,State Highway 73,tiger
12435593,zip,29577,tiger
12435599,highway,residential,regular
12435599,name,Springmaid Boulevard,regular
12435601,highway,residential,regular
12435601,name,York Street,regular
12435601,cfcc,A41,tiger
12435601,county,"Horry, SC",tiger
12435601,name_base,York,tiger
12435601,name_type,St,tiger
12435601,reviewed,no,tiger
12435601,zip_left,29577,tiger
12435601,zip_right,29577,tiger
12435602,highway,residential,regular
12435602,name,Seafoam Lane,regular
12435602,cfcc,A41,tiger
12435602,county,"Horry, SC",tiger
12435602,name_base,Seafoam,tiger
12435602,name_type,Ln,tiger
12435602,reviewed,no,tiger
12435602,zip_left,29577,tiger
12435602,zip_right,29577,tiger
12435614,highway,residential,regular
12435614,name,Squires Road,regular
12435614,cfcc,A41,tiger
12435614,county,"Horry, SC",tiger
12435614,name_base,Squires,tiger
12435614,name_type,Rd,tiger
12435614,reviewed,no,tiger
12435614,zip_left,29577,tiger
12435614,zip_right,29577,tiger
12435638,highway,residential,regular
12435638,name,Mustang Street,regular
12435638,cfcc,A41,tiger
12435638,county,"Horry, SC",tiger
12435638,name_base,Mustang,tiger
12435638,name_type,St,tiger
12435638,reviewed,no,tiger
12435638,zip_left,29577,tiger
12435638,zip_left_1,29577,tiger
12435638,zip_right,29577,tiger
12435650,highway,residential,regular
12435650,name,Oak Forest Lane,regular
12435650,cfcc,A41,tiger
12435650,county,"Horry, SC",tiger
12435650,name_base,Oak Forest,tiger
12435650,name_type,Ln,tiger
12435650,reviewed,no,tiger
12435651,highway,residential,regular
12435651,name,Oak Forest Lane,regular
12435651,cfcc,A41,tiger
12435651,county,"Horry, SC",tiger
12435651,name_base,Oak Forest,tiger
12435651,name_type,Ln,tiger
12435651,reviewed,no,tiger
12435651,zip_left,29577,tiger
12435652,highway,residential,regular
12435652,name,Oak Forest Lane,regular
12435652,cfcc,A41,tiger
12435652,county,"Horry, SC",tiger
12435652,name_base,Oak Forest,tiger
12435652,name_type,Ln,tiger
12435652,reviewed,no,tiger
12435666,highway,residential,regular
12435666,name,Watergate Drive,regular
12435666,cfcc,A41,tiger
12435666,county,"Horry, SC",tiger
12435666,name_base,Watergate,tiger
12435666,name_type,Dr,tiger
12435666,reviewed,no,tiger
12435666,zip_left,29577,tiger
12435666,zip_left_1,29588,tiger
12435768,highway,residential,regular
12435768,name,Jackson Lane,regular
12435768,cfcc,A41,tiger
12435768,county,"Horry, SC",tiger
12435768,name_base,Jackson,tiger
12435768,name_type,Ln,tiger
12435768,reviewed,no,tiger
12435768,zip_left,29577,tiger
12435768,zip_right,29577,tiger
12435770,highway,residential,regular
12435770,name,Tabernacle Drive,regular
12435770,cfcc,A41,tiger
12435770,county,"Horry, SC",tiger
12435770,name_base,Northgate,tiger
12435770,name_type,Blvd,tiger
12435770,reviewed,no,tiger
12435770,zip_left,29577,tiger
12435770,zip_right,29577,tiger
12435791,highway,residential,regular
12435791,name,24th Avenue South,regular
12435791,cfcc,A41,tiger
12435791,county,"Horry, SC",tiger
12435791,name_base,24th,tiger
12435791,name_direction_suffix,S,tiger
12435791,name_type,Ave,tiger
12435791,reviewed,no,tiger
12435810,highway,residential,regular
12435810,name,19th Avenue North,regular
12435810,cfcc,A41,tiger
12435810,county,"Horry, SC",tiger
12435810,name_base,19th,tiger
12435810,name_direction_suffix,N,tiger
12435810,name_type,Ave,tiger
12435810,reviewed,no,tiger
12435810,zip_left,29577,tiger
12435810,zip_right,29577,tiger
12435852,highway,residential,regular
12435852,name,Aquarius Drive,regular
12435852,cfcc,A41,tiger
12435852,county,"Horry, SC",tiger
12435852,name_base,Aquarius,tiger
12435852,name_type,Dr,tiger
12435852,reviewed,no,tiger
12435852,zip_left,29575,tiger
12435852,zip_right,29575,tiger
12435870,highway,residential,regular
12435870,name,19th Avenue South,regular
12435870,cfcc,A41,tiger
12435870,county,"Horry, SC",tiger
12435870,name_base,19th,tiger
12435870,name_direction_suffix,S,tiger
12435870,name_type,Ave,tiger
12435870,reviewed,no,tiger
12435870,zip_left,29577,tiger
12435870,zip_right,29577,tiger
12435872,highway,residential,regular
12435872,name,19th Avenue South,regular
12435872,cfcc,A41,tiger
12435872,county,"Horry, SC",tiger
12435872,name_base,19th,tiger
12435872,name_direction_suffix,S,tiger
12435872,name_type,Ave,tiger
